"station","date","source","var","uni","val","qual","bswqstation","lbs","nrmrng","lbunis","inrng"
"91","2021-04-19","epchc","orthop","mgl",0.024,"U","16","Ortho-P (mg/L)","0.0508-0.0758","(mg/L)","below"
"92","2021-04-19","epchc","orthop","mgl",0.024,"U","CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"93","2021-04-19","epchc","orthop","mgl",0.024,"U","CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"94","2021-04-19","epchc","orthop","mgl",0.024,"U","CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"95","2021-04-19","epchc","orthop","mgl",0.024,"U","CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"96","2021-04-19","epchc","orthop","mgl",0.024,"U","CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"16","2021-04-19","epchc","ph","none",7.9,NA,"16","pH","7.9-8.1","","in range"
"16","2021-04-19","epchc","ph","none",8,"Q","16","pH","7.9-8.1","","in range"
"19","2021-04-19","epchc","ph","none",7.9,NA,"19","pH","7.9-8.1","","in range"
"19","2021-04-19","epchc","ph","none",8.2,"Q","19","pH","7.9-8.1","","above"
"21","2021-04-19","epchc","ph","none",8.1,NA,"21","pH","7.9-8.1","","in range"
"21","2021-04-19","epchc","ph","none",8.3,"Q","21","pH","7.9-8.1","","above"
"22","2021-04-19","epchc","ph","none",8,NA,"22","pH","8-8.2","","below"
"22","2021-04-19","epchc","ph","none",8.3,"Q","22","pH","8-8.2","","above"
"23","2021-04-19","epchc","ph","none",8,NA,"23","pH","7.9-8.1","","in range"
"23","2021-04-19","epchc","ph","none",8.3,"Q","23","pH","7.9-8.1","","above"
"24","2021-04-19","epchc","ph","none",8,NA,"24","pH","8-8.2","","in range"
"24","2021-04-19","epchc","ph","none",8.3,"Q","24","pH","8-8.2","","above"
"25","2021-04-19","epchc","ph","none",8,NA,"25","pH","8.1-8.3","","below"
"28","2021-04-19","epchc","ph","none",8,NA,"28","pH","7.9-8.1","","in range"
"82","2021-04-19","epchc","ph","none",7.9,NA,"82","pH","7.9-8.1","","in range"
"84","2021-04-19","epchc","ph","none",7.9,NA,"84","pH","7.9-8.1","","in range"
"84","2021-04-19","epchc","ph","none",8.3,"Q","84","pH","7.9-8.1","","above"
"90","2021-04-19","epchc","ph","none",8,NA,"90","pH","7.9-8.1","","in range"
"90","2021-04-19","epchc","ph","none",8.3,"Q","90","pH","7.9-8.1","","above"
"91","2021-04-19","epchc","ph","none",7.9,NA,"91","pH","7.9-8.1","","in range"
"91","2021-04-19","epchc","ph","none",8.3,"Q","91","pH","7.9-8.1","","above"
"92","2021-04-19","epchc","ph","none",8,NA,"92","pH","8-8.2","","below"
"93","2021-04-19","epchc","ph","none",8,NA,"93","pH","8-8.2","","below"
"94","2021-04-19","epchc","ph","none",8,NA,"93","pH","8-8.2","","in range"
"95","2021-04-19","epchc","ph","none",8.2,NA,"95","pH","7.9-8.1","","above"
"96","2021-04-19","epchc","ph","none",8.2,NA,"95","pH","7.9-8.1","","above"
"16","2021-04-19","epchc","sal","ppt",27.9,NA,"16","Sal (ppt)","27.1-32.3","(ppt)","in range"
"19","2021-04-19","epchc","sal","ppt",28.7,NA,"19","Sal (ppt)","28-33.2","(ppt)","in range"
"21","2021-04-19","epchc","sal","ppt",29.8,NA,"21","Sal (ppt)","28.9-33.7","(ppt)","in range"
"22","2021-04-19","epchc","sal","ppt",30.1,NA,"22","Sal (ppt)","29.6-34.4","(ppt)","in range"
"23","2021-04-19","epchc","sal","ppt",30,NA,"23","Sal (ppt)","30.4-34.8","(ppt)","below"
"24","2021-04-19","epchc","sal","ppt",30.4,NA,"24","Sal (ppt)","30.1-34.7","(ppt)","in range"
"25","2021-04-19","epchc","sal","ppt",31.5,NA,"25","Sal (ppt)","30.4-35","(ppt)","in range"
"28","2021-04-19","epchc","sal","ppt",29.2,NA,"28","Sal (ppt)","28.3-33.5","(ppt)","in range"
"82","2021-04-19","epchc","sal","ppt",26.7,NA,"82","Sal (ppt)","26.5-31.9","(ppt)","in range"
"84","2021-04-19","epchc","sal","ppt",27.9,NA,"84","Sal (ppt)","25.5-31.5","(ppt)","in range"
"90","2021-04-19","epchc","sal","ppt",30.3,NA,"90","Sal (ppt)","29.9-34.5","(ppt)","in range"
"91","2021-04-19","epchc","sal","ppt",31.7,NA,"91","Sal (ppt)","31.5-35.7","(ppt)","in range"
"92","2021-04-19","epchc","sal","ppt",33.5,NA,"92","Sal (ppt)","32.3-36.1","(ppt)","in range"
"93","2021-04-19","epchc","sal","ppt",34,NA,"93","Sal (ppt)","32.6-36.4","(ppt)","in range"
"94","2021-04-19","epchc","sal","ppt",33.9,NA,"93","Sal (ppt)","32.6-36.4","(ppt)","in range"
"95","2021-04-19","epchc","sal","ppt",33.1,NA,"95","Sal (ppt)","32.5-36.3","(ppt)","in range"
"96","2021-04-19","epchc","sal","ppt",32.1,NA,"95","Sal (ppt)","32.5-36.3","(ppt)","below"
"16","2021-04-19","epchc","temp","c",25.2,NA,"16","Temp (C)","22.8-26.2","(C)","in range"
"19","2021-04-19","epchc","temp","c",25.3,NA,"19","Temp (C)","22.9-26.1","(C)","in range"
"21","2021-04-19","epchc","temp","c",25.6,NA,"21","Temp (C)","22.7-26.1","(C)","in range"
"22","2021-04-19","epchc","temp","c",25.8,NA,"22","Temp (C)","22.2-26.4","(C)","in range"
"23","2021-04-19","epchc","temp","c",25.3,NA,"23","Temp (C)","23-26.2","(C)","in range"
"24","2021-04-19","epchc","temp","c",26.4,NA,"24","Temp (C)","22.4-26.6","(C)","in range"
"25","2021-04-19","epchc","temp","c",25.5,NA,"25","Temp (C)","22.9-26.9","(C)","in range"
"28","2021-04-19","epchc","temp","c",25.4,NA,"28","Temp (C)","23.2-26.4","(C)","in range"
"82","2021-04-19","epchc","temp","c",25.1,NA,"82","Temp (C)","23.3-26.5","(C)","in range"
"84","2021-04-19","epchc","temp","c",25.7,NA,"84","Temp (C)","22.4-26.2","(C)","in range"
"90","2021-04-19","epchc","temp","c",25.4,NA,"90","Temp (C)","22.3-25.9","(C)","in range"
"91","2021-04-19","epchc","temp","c",25,NA,"91","Temp (C)","22.8-26","(C)","in range"
"92","2021-04-19","epchc","temp","c",25.5,NA,"92","Temp (C)","22.7-26.1","(C)","in range"
"93","2021-04-19","epchc","temp","c",25.3,NA,"93","Temp (C)","22.4-25.8","(C)","in range"
"94","2021-04-19","epchc","temp","c",25,NA,"93","Temp (C)","22.4-25.8","(C)","in range"
"95","2021-04-19","epchc","temp","c",25.2,NA,"95","Temp (C)","22.6-25.8","(C)","in range"
"96","2021-04-19","epchc","temp","c",25.3,NA,"95","Temp (C)","22.6-25.8","(C)","in range"
"16","2021-04-19","epchc","tkn","mgl",0.274,"I","202","TKN (mg/L)","0.201-0.563","(mg/L)","in range"
"19","2021-04-19","epchc","tkn","mgl",0.21,"I","202","TKN (mg/L)","0.201-0.563","(mg/L)","in range"
"21","2021-04-19","epchc","tkn","mgl",0.244,"I","202","TKN (mg/L)","0.201-0.563","(mg/L)","in range"
"22","2021-04-19","epchc","tkn","mgl",0.321,"I","361","TKN (mg/L)","0.138-0.522","(mg/L)","in range"
"23","2021-04-19","epchc","tkn","mgl",0.234,"I","336","TKN (mg/L)","0.13-0.638","(mg/L)","in range"
"24","2021-04-19","epchc","tkn","mgl",0.271,"I","386","TKN (mg/L)","0.125-0.431","(mg/L)","in range"
"25","2021-04-19","epchc","tkn","mgl",0.239,"IJ","365","TKN (mg/L)","0.195-0.749","(mg/L)","in range"
"28","2021-04-19","epchc","tkn","mgl",0.286,"I","202","TKN (mg/L)","0.201-0.563","(mg/L)","in range"
"82","2021-04-19","epchc","tkn","mgl",0.284,"I","202","TKN (mg/L)","0.201-0.563","(mg/L)","in range"
"84","2021-04-19","epchc","tkn","mgl",0.316,"I","202","TKN (mg/L)","0.201-0.563","(mg/L)","in range"
"90","2021-04-19","epchc","tkn","mgl",0.267,"IJ","361","TKN (mg/L)","0.138-0.522","(mg/L)","in range"
"91","2021-04-19","epchc","tkn","mgl",0.254,"I","386","TKN (mg/L)","0.125-0.431","(mg/L)","in range"
"92","2021-04-19","epchc","tkn","mgl",0.245,"I","428","TKN (mg/L)","0.127-0.469","(mg/L)","in range"
"93","2021-04-19","epchc","tkn","mgl",0.233,"I","455","TKN (mg/L)","0.133-0.473","(mg/L)","in range"
"94","2021-04-19","epchc","tkn","mgl",0.227,"I","455","TKN (mg/L)","0.133-0.473","(mg/L)","in range"
"95","2021-04-19","epchc","tkn","mgl",0.244,"I","421","TKN (mg/L)","0.081-0.635","(mg/L)","in range"
"96","2021-04-19","epchc","tkn","mgl",0.288,"I","421","TKN (mg/L)","0.081-0.635","(mg/L)","in range"
"16","2021-04-19","epchc","tn","mgl",0.274,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"19","2021-04-19","epchc","tn","mgl",0.21,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"21","2021-04-19","epchc","tn","mgl",0.244,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"22","2021-04-19","epchc","tn","mgl",0.321,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"23","2021-04-19","epchc","tn","mgl",0.234,"I","336","TN (mg/L)","0.079-0.667","(mg/L)","in range"
"24","2021-04-19","epchc","tn","mgl",0.271,"I","386","TN (mg/L)","0.123-0.453","(mg/L)","in range"
"25","2021-04-19","epchc","tn","mgl",0.239,"I","365","TN (mg/L)","0.211-0.775","(mg/L)","in range"
"28","2021-04-19","epchc","tn","mgl",0.286,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"82","2021-04-19","epchc","tn","mgl",0.284,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"84","2021-04-19","epchc","tn","mgl",0.316,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"90","2021-04-19","epchc","tn","mgl",0.267,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"91","2021-04-19","epchc","tn","mgl",0.254,"I","386","TN (mg/L)","0.123-0.453","(mg/L)","in range"
"92","2021-04-19","epchc","tn","mgl",0.245,"I","428","TN (mg/L)","0.145-0.493","(mg/L)","in range"
"93","2021-04-19","epchc","tn","mgl",0.233,"I","455","TN (mg/L)","0.128-0.498","(mg/L)","in range"
"94","2021-04-19","epchc","tn","mgl",0.227,"I","455","TN (mg/L)","0.128-0.498","(mg/L)","in range"
"95","2021-04-19","epchc","tn","mgl",0.244,"I","421","TN (mg/L)","0.095-0.663","(mg/L)","in range"
"96","2021-04-19","epchc","tn","mgl",0.288,"I","421","TN (mg/L)","0.095-0.663","(mg/L)","in range"
"16","2021-04-19","epchc","tp","mgl",0.136,"I","202","TP (mg/L)","0-0.397","(mg/L)","in range"
"19","2021-04-19","epchc","tp","mgl",0.135,"I","202","TP (mg/L)","0-0.397","(mg/L)","in range"
"21","2021-04-19","epchc","tp","mgl",0.232,"I","202","TP (mg/L)","0-0.397","(mg/L)","in range"
"22","2021-04-19","epchc","tp","mgl",0.259,"I","361","TP (mg/L)","0-0.363","(mg/L)","in range"
"23","2021-04-19","epchc","tp","mgl",0.138,"I","336","TP (mg/L)","0-0.473","(mg/L)","in range"
"24","2021-04-19","epchc","tp","mgl",0.154,"I","386","TP (mg/L)","0-0.383","(mg/L)","in range"
"25","2021-04-19","epchc","tp","mgl",0.116,"U","365","TP (mg/L)","0-0.546","(mg/L)","in range"
"28","2021-04-19","epchc","tp","mgl",0.129,"I","202","TP (mg/L)","0-0.397","(mg/L)","in range"
"82","2021-04-19","epchc","tp","mgl",0.128,"I","202","TP (mg/L)","0-0.397","(mg/L)","in range"
"84","2021-04-19","epchc","tp","mgl",0.186,"I","202","TP (mg/L)","0-0.397","(mg/L)","in range"
"90","2021-04-19","epchc","tp","mgl",0.192,"I","361","TP (mg/L)","0-0.363","(mg/L)","in range"
"91","2021-04-19","epchc","tp","mgl",0.12,"I","386","TP (mg/L)","0-0.383","(mg/L)","in range"
"92","2021-04-19","epchc","tp","mgl",0.116,"U","428","TP (mg/L)","0.02-0.456","(mg/L)","in range"
"93","2021-04-19","epchc","tp","mgl",0.116,"U","455","TP (mg/L)","0-0.331","(mg/L)","in range"
"94","2021-04-19","epchc","tp","mgl",0.116,"U","455","TP (mg/L)","0-0.331","(mg/L)","in range"
"95","2021-04-19","epchc","tp","mgl",0.116,"U","421","TP (mg/L)","0-0.53","(mg/L)","in range"
"96","2021-04-19","epchc","tp","mgl",0.116,"U","421","TP (mg/L)","0-0.53","(mg/L)","in range"
"16","2021-04-19","epchc","turb","ntu",1.7,"JI","16","Turb (NTU)","0.84-2.96","(NTU)","in range"
"19","2021-04-19","epchc","turb","ntu",1.7,"J","19","Turb (NTU)","0.74-1.96","(NTU)","in range"
"21","2021-04-19","epchc","turb","ntu",0.9,"JG","21","Turb (NTU)","0.75-2.47","(NTU)","in range"
"22","2021-04-19","epchc","turb","ntu",1.4,"J","22","Turb (NTU)","0.61-3.71","(NTU)","in range"
"23","2021-04-19","epchc","turb","ntu",0.4,"JG","23","Turb (NTU)","0.72-2.48","(NTU)","below"
"24","2021-04-19","epchc","turb","ntu",1.6,"JI","24","Turb (NTU)","0.43-3.83","(NTU)","in range"
"25","2021-04-19","epchc","turb","ntu",1.2,"J","25","Turb (NTU)","1.09-3.73","(NTU)","in range"
"28","2021-04-19","epchc","turb","ntu",1.2,"J","28","Turb (NTU)","0.81-3.41","(NTU)","in range"
"82","2021-04-19","epchc","turb","ntu",0.6,"JG","82","Turb (NTU)","0.66-4.22","(NTU)","below"
"84","2021-04-19","epchc","turb","ntu",1,"JG","84","Turb (NTU)","1.38-5.86","(NTU)","below"
"90","2021-04-19","epchc","turb","ntu",2,"J","90","Turb (NTU)","0.78-2.7","(NTU)","in range"
"91","2021-04-19","epchc","turb","ntu",0.9,"JG","91","Turb (NTU)","0.8-3.28","(NTU)","in range"
"92","2021-04-19","epchc","turb","ntu",0.2,"JI","92","Turb (NTU)","0.75-3.05","(NTU)","below"
"93","2021-04-19","epchc","turb","ntu",1.5,"J","93","Turb (NTU)","0-5.17","(NTU)","in range"
"94","2021-04-19","epchc","turb","ntu",1.6,"J","93","Turb (NTU)","0-5.17","(NTU)","in range"
"95","2021-04-19","epchc","turb","ntu",1,"JG","95","Turb (NTU)","0-7.17","(NTU)","in range"
"96","2021-04-19","epchc","turb","ntu",1.1,"J","95","Turb (NTU)","0-7.17","(NTU)","in range"
"BP01","2021-04-21","epchc","do","mgl",5.86,NA,"16","DO (mg/L)","5.86-6.6","(mg/L)","in range"
"C01","2021-04-21","epchc","do","mgl",6.71,NA,"19","DO (mg/L)","5.9-6.64","(mg/L)","above"
"DB01","2021-04-21","epchc","do","mgl",5.1,NA,"81","DO (mg/L)","5.76-7.12","(mg/L)","below"
"EGS01","2021-04-21","epchc","do","mgl",6.71,NA,"84","DO (mg/L)","5.5-6.7","(mg/L)","above"
"LC01","2021-04-21","epchc","do","mgl",6.91,NA,"84","DO (mg/L)","5.5-6.7","(mg/L)","above"
"LM01","2021-04-21","epchc","do","mgl",5.83,NA,"84","DO (mg/L)","5.5-6.7","(mg/L)","in range"
"RP01","2021-04-21","epchc","do","mgl",3.27,NA,"202","DO (mg/L)","6.19-7.51","(mg/L)","below"
"SC01","2021-04-21","epchc","do","mgl",6.66,NA,"202","DO (mg/L)","6.19-7.51","(mg/L)","in range"
"WB01","2021-04-21","epchc","do","mgl",6.74,NA,"9","DO (mg/L)","5.4-6.6","(mg/L)","above"
"BP01","2021-04-21","epchc","dosat","per",84.5,NA,"16","DO (% sat.)","84.6-93.6","(% sat.)","below"
"C01","2021-04-21","epchc","dosat","per",97.3,NA,"19","DO (% sat.)","85.8-94.4","(% sat.)","above"
"DB01","2021-04-21","epchc","dosat","per",71.2,NA,"81","DO (% sat.)","80.1-99.3","(% sat.)","below"
"EGS01","2021-04-21","epchc","dosat","per",95.8,NA,"84","DO (% sat.)","80.1-92.1","(% sat.)","above"
"LC01","2021-04-21","epchc","dosat","per",98.5,NA,"84","DO (% sat.)","80.1-92.1","(% sat.)","above"
"LM01","2021-04-21","epchc","dosat","per",82.2,NA,"84","DO (% sat.)","80.1-92.1","(% sat.)","in range"
"RP01","2021-04-21","epchc","dosat","per",46.7,NA,"202","DO (% sat.)","95-103.2","(% sat.)","below"
"SC01","2021-04-21","epchc","dosat","per",98.1,NA,"202","DO (% sat.)","95-103.2","(% sat.)","in range"
"WB01","2021-04-21","epchc","dosat","per",95.1,NA,"9","DO (% sat.)","76.4-93.6","(% sat.)","above"
"BP01","2021-04-21","epchc","ph","none",7.4,NA,"16","pH","7.9-8.1","","below"
"C01","2021-04-21","epchc","ph","none",7.6,NA,"19","pH","7.9-8.1","","below"
"DB01","2021-04-21","epchc","ph","none",7.3,NA,"81","pH","7.9-8.1","","below"
"EGS01","2021-04-21","epchc","ph","none",7.8,NA,"84","pH","7.9-8.1","","below"
"LC01","2021-04-21","epchc","ph","none",7.7,NA,"84","pH","7.9-8.1","","below"
"LM01","2021-04-21","epchc","ph","none",7.6,NA,"84","pH","7.9-8.1","","below"
"RP01","2021-04-21","epchc","ph","none",7,NA,"202","pH","7.9-8.1","","below"
"SC01","2021-04-21","epchc","ph","none",7.5,NA,"202","pH","7.9-8.1","","below"
"WB01","2021-04-21","epchc","ph","none",7.8,NA,"9","pH","7.9-8.1","","below"
"BP01","2021-04-21","epchc","sal","ppt",27.7,NA,"16","Sal (ppt)","27.1-32.3","(ppt)","in range"
"C01","2021-04-21","epchc","sal","ppt",28.7,NA,"19","Sal (ppt)","28-33.2","(ppt)","in range"
"DB01","2021-04-21","epchc","sal","ppt",25.4,NA,"81","Sal (ppt)","25.2-30.4","(ppt)","in range"
"EGS01","2021-04-21","epchc","sal","ppt",26.2,NA,"84","Sal (ppt)","25.5-31.5","(ppt)","in range"
"LC01","2021-04-21","epchc","sal","ppt",26.4,NA,"84","Sal (ppt)","25.5-31.5","(ppt)","in range"
"LM01","2021-04-21","epchc","sal","ppt",23.3,NA,"84","Sal (ppt)","25.5-31.5","(ppt)","below"
"RP01","2021-04-21","epchc","sal","ppt",27.4,NA,"202","Sal (ppt)","26.7-32.7","(ppt)","in range"
"SC01","2021-04-21","epchc","sal","ppt",29.5,NA,"202","Sal (ppt)","26.7-32.7","(ppt)","in range"
"WB01","2021-04-21","epchc","sal","ppt",25.5,NA,"9","Sal (ppt)","24.9-30.3","(ppt)","in range"
"BP01","2021-04-21","epchc","temp","c",25.5,NA,"16","Temp (C)","22.8-26.2","(C)","in range"
"C01","2021-04-21","epchc","temp","c",25.5,NA,"19","Temp (C)","22.9-26.1","(C)","in range"
"DB01","2021-04-21","epchc","temp","c",24.5,NA,"81","Temp (C)","22.2-25.2","(C)","in range"
"EGS01","2021-04-21","epchc","temp","c",25.5,NA,"84","Temp (C)","22.4-26.2","(C)","in range"
"LC01","2021-04-21","epchc","temp","c",25.4,NA,"84","Temp (C)","22.4-26.2","(C)","in range"
"LM01","2021-04-21","epchc","temp","c",25.7,NA,"84","Temp (C)","22.4-26.2","(C)","in range"
"RP01","2021-04-21","epchc","temp","c",25.1,NA,"202","Temp (C)","21.6-26","(C)","in range"
"SC01","2021-04-21","epchc","temp","c",26,NA,"202","Temp (C)","21.6-26","(C)","in range"
"WB01","2021-04-21","epchc","temp","c",25,NA,"9","Temp (C)","22.9-26.7","(C)","in range"
"16","2021-05-25","epchc","chla","ugl",2.4,"I","32","Chl-a (ug/L)","3.11-7.73","(ug/L)","below"
"19","2021-05-25","epchc","chla","ugl",2.2,"I","357","Chl-a (ug/L)","1.84-5.1","(ug/L)","in range"
"21","2021-05-25","epchc","chla","ugl",1.8,"I","357","Chl-a (ug/L)","1.84-5.1","(ug/L)","below"
"22","2021-05-25","epchc","chla","ugl",1.9,"I","362","Chl-a (ug/L)","1.45-3.95","(ug/L)","in range"
"23","2021-05-25","epchc","chla","ugl",2.9,"I","357","Chl-a (ug/L)","1.84-5.1","(ug/L)","in range"
"24","2021-05-25","epchc","chla","ugl",2.2,"I","396","Chl-a (ug/L)","2.07-3.59","(ug/L)","in range"
"25","2021-05-25","epchc","chla","ugl",2,"I","25","Chl-a (ug/L)","2.03-7.25","(ug/L)","below"
"28","2021-05-25","epchc","chla","ugl",1.7,"I","25","Chl-a (ug/L)","2.03-7.25","(ug/L)","below"
"82","2021-05-25","epchc","chla","ugl",1.4,"I","32","Chl-a (ug/L)","3.11-7.73","(ug/L)","below"
"84","2021-05-25","epchc","chla","ugl",2,"I","81","Chl-a (ug/L)","2.36-7.12","(ug/L)","below"
"90","2021-05-25","epchc","chla","ugl",1.8,"I","357","Chl-a (ug/L)","1.84-5.1","(ug/L)","below"
"91","2021-05-25","epchc","chla","ugl",2,"I","25","Chl-a (ug/L)","2.03-7.25","(ug/L)","below"
"92","2021-05-25","epchc","chla","ugl",1.8,"I","452","Chl-a (ug/L)","1.1-1.5","(ug/L)","above"
"93","2021-05-25","epchc","chla","ugl",1.6,"I","452","Chl-a (ug/L)","1.1-1.5","(ug/L)","above"
"94","2021-05-25","epchc","chla","ugl",1.8,"I","452","Chl-a (ug/L)","1.1-1.5","(ug/L)","above"
"95","2021-05-25","epchc","chla","ugl",1.8,"I","25","Chl-a (ug/L)","2.03-7.25","(ug/L)","below"
"96","2021-05-25","epchc","chla","ugl",2.3,"I","25","Chl-a (ug/L)","2.03-7.25","(ug/L)","in range"
"16","2021-05-25","epchc","do","mgl",5.82,NA,"16","DO (mg/L)","5.32-6.72","(mg/L)","in range"
"19","2021-05-25","epchc","do","mgl",5.82,NA,"19","DO (mg/L)","5.23-6.93","(mg/L)","in range"
"21","2021-05-25","epchc","do","mgl",5.83,NA,"21","DO (mg/L)","5.37-6.77","(mg/L)","in range"
"22","2021-05-25","epchc","do","mgl",6.53,NA,"22","DO (mg/L)","4.66-7.2","(mg/L)","in range"
"23","2021-05-25","epchc","do","mgl",5.77,NA,"23","DO (mg/L)","5.43-6.77","(mg/L)","in range"
"24","2021-05-25","epchc","do","mgl",6.13,NA,"24","DO (mg/L)","5.2-6.9","(mg/L)","in range"
"25","2021-05-25","epchc","do","mgl",6.98,NA,"25","DO (mg/L)","5.7-7.62","(mg/L)","in range"
"28","2021-05-25","epchc","do","mgl",6.26,NA,"28","DO (mg/L)","5.62-7.34","(mg/L)","in range"
"82","2021-05-25","epchc","do","mgl",6.33,NA,"82","DO (mg/L)","5.84-7.78","(mg/L)","in range"
"84","2021-05-25","epchc","do","mgl",6.19,NA,"84","DO (mg/L)","5.46-6.74","(mg/L)","in range"
"90","2021-05-25","epchc","do","mgl",5.99,NA,"90","DO (mg/L)","5.31-6.59","(mg/L)","in range"
"91","2021-05-25","epchc","do","mgl",5.85,NA,"91","DO (mg/L)","5.26-6.66","(mg/L)","in range"
"92","2021-05-25","epchc","do","mgl",6.06,NA,"92","DO (mg/L)","5.2-6.6","(mg/L)","in range"
"93","2021-05-25","epchc","do","mgl",6.14,NA,"93","DO (mg/L)","5.26-6.8","(mg/L)","in range"
"94","2021-05-25","epchc","do","mgl",6.07,NA,"93","DO (mg/L)","5.26-6.8","(mg/L)","in range"
"95","2021-05-25","epchc","do","mgl",5.84,NA,"95","DO (mg/L)","5.52-6.48","(mg/L)","in range"
"96","2021-05-25","epchc","do","mgl",7.15,NA,"95","DO (mg/L)","5.52-6.48","(mg/L)","above"
"16","2021-05-25","epchc","dosat","per",85.8,NA,"16","DO (% sat.)","80.3-101.7","(% sat.)","in range"
"19","2021-05-25","epchc","dosat","per",86.1,NA,"19","DO (% sat.)","79.5-105.1","(% sat.)","in range"
"21","2021-05-25","epchc","dosat","per",86.6,NA,"21","DO (% sat.)","81.8-102.8","(% sat.)","in range"
"22","2021-05-25","epchc","dosat","per",97.5,NA,"22","DO (% sat.)","70.8-110.4","(% sat.)","in range"
"23","2021-05-25","epchc","dosat","per",86.5,NA,"23","DO (% sat.)","83.1-103.9","(% sat.)","in range"
"24","2021-05-25","epchc","dosat","per",91.4,NA,"24","DO (% sat.)","79.7-106.3","(% sat.)","in range"
"25","2021-05-25","epchc","dosat","per",104.6,NA,"25","DO (% sat.)","88-116.8","(% sat.)","in range"
"28","2021-05-25","epchc","dosat","per",93.4,NA,"28","DO (% sat.)","85.1-111.3","(% sat.)","in range"
"82","2021-05-25","epchc","dosat","per",93.8,NA,"82","DO (% sat.)","87.5-118.1","(% sat.)","in range"
"84","2021-05-25","epchc","dosat","per",89.4,NA,"84","DO (% sat.)","81.3-100.5","(% sat.)","in range"
"90","2021-05-25","epchc","dosat","per",88.9,NA,"90","DO (% sat.)","81.1-100.1","(% sat.)","in range"
"91","2021-05-25","epchc","dosat","per",88.1,NA,"91","DO (% sat.)","80.9-102.7","(% sat.)","in range"
"92","2021-05-25","epchc","dosat","per",91.8,NA,"92","DO (% sat.)","81-101.4","(% sat.)","in range"
"93","2021-05-25","epchc","dosat","per",92.6,NA,"93","DO (% sat.)","81.5-104.7","(% sat.)","in range"
"94","2021-05-25","epchc","dosat","per",91.4,NA,"93","DO (% sat.)","81.5-104.7","(% sat.)","in range"
"95","2021-05-25","epchc","dosat","per",87.8,NA,"95","DO (% sat.)","85.2-99.6","(% sat.)","in range"
"96","2021-05-25","epchc","dosat","per",107.8,NA,"95","DO (% sat.)","85.2-99.6","(% sat.)","above"
"16","2021-05-25","epchc","nh34","mgl",0.021,"I","84","NH3, NH4+ (mg/L)","0.0107-0.0491","(mg/L)","in range"
"19","2021-05-25","epchc","nh34","mgl",0.02,"U","84","NH3, NH4+ (mg/L)","0.0107-0.0491","(mg/L)","in range"
"21","2021-05-25","epchc","nh34","mgl",0.02,"U","84","NH3, NH4+ (mg/L)","0.0107-0.0491","(mg/L)","in range"
