"date","station","var","uni","val"
"1991-12-03","HCEPC Station Number 61","sal","ppt",24.9
"1991-12-03","HCEPC Station Number 47","sal","ppt",24.9
"1991-12-03","HCEPC Station Number 60","sal","ppt",24.4
"1991-12-03","HCEPC Station Number 46","sal","ppt",24.4
"1991-12-03","HCEPC Station Number 65","sal","ppt",23.1
"1991-12-03","HCEPC Station Number 66","sal","ppt",24.5
"1991-12-03","HCEPC Station Number 40","sal","ppt",25.1
"1991-12-04","HCEPC Station Number 54","sal","ppt",27.7
"1991-12-04","HCEPC Station Number 58","sal","ppt",26.2
"1991-12-04","HCEPC Station Number 2","sal","ppt",20.3
"1991-12-04","HCEPC Station Number 44","sal","ppt",27.6
"1991-12-04","HCEPC Station Number 6","sal","ppt",27.9
"1991-12-04","HCEPC Station Number 70","sal","ppt",27.7
"1991-12-04","HCEPC Station Number 7","sal","ppt",28.2
"1991-12-04","HCEPC Station Number 11","sal","ppt",28.5
"1991-12-04","HCEPC Station Number 14","sal","ppt",29.1
"1991-12-04","HCEPC Station Number 81","sal","ppt",29.1
"1991-12-04","HCEPC Station Number 9","sal","ppt",29
"1991-12-04","HCEPC Station Number 73","sal","ppt",28.7
"1991-12-04","HCEPC Station Number 55","sal","ppt",28.5
"1991-12-04","HCEPC Station Number 80","sal","ppt",28.7
"1991-12-04","HCEPC Station Number 8","sal","ppt",25.7
"1991-12-04","HCEPC Station Number 71","sal","ppt",28
"1991-12-04","HCEPC Station Number 52","sal","ppt",28.3
"1991-12-17","HCEPC Station Number 19","sal","ppt",30.2
"1991-12-17","HCEPC Station Number 21","sal","ppt",30.5
"1991-12-17","HCEPC Station Number 84","sal","ppt",28.4
"1991-12-17","HCEPC Station Number 16","sal","ppt",29.6
"1991-12-17","HCEPC Station Number 90","sal","ppt",30.9
"1991-12-17","HCEPC Station Number 24","sal","ppt",31.8
"1991-12-17","HCEPC Station Number 92","sal","ppt",33
"1991-12-17","HCEPC Station Number 93","sal","ppt",34.5
"1991-12-17","HCEPC Station Number 95","sal","ppt",34.5
"1991-12-17","HCEPC Station Number 96","sal","ppt",31.9
"1991-12-17","HCEPC Station Number 23","sal","ppt",32.3
"1991-12-17","HCEPC Station Number 25","sal","ppt",33.4
"1991-12-17","HCEPC Station Number 91","sal","ppt",33.7
"1991-12-17","HCEPC Station Number 28","sal","ppt",30.2
"1991-12-17","HCEPC Station Number 82","sal","ppt",28.5
"1992-01-08","HCEPC Station Number 62","sal","ppt",25.4
"1992-01-08","HCEPC Station Number 47","sal","ppt",26.3
"1992-01-08","HCEPC Station Number 61","sal","ppt",26.5
"1992-01-08","HCEPC Station Number 60","sal","ppt",26.3
"1992-01-08","HCEPC Station Number 46","sal","ppt",26.3
"1992-01-08","HCEPC Station Number 64","sal","ppt",26.1
"1992-01-08","HCEPC Station Number 65","sal","ppt",25.7
"1992-01-08","HCEPC Station Number 66","sal","ppt",25.5
"1992-01-08","HCEPC Station Number 40","sal","ppt",26.8
"1992-01-08","HCEPC Station Number 67","sal","ppt",26.2
"1992-01-08","HCEPC Station Number 38","sal","ppt",26.9
"1992-01-08","HCEPC Station Number 68","sal","ppt",27.1
"1992-01-08","HCEPC Station Number 33","sal","ppt",27.6
"1992-01-08","HCEPC Station Number 32","sal","ppt",28.8
"1992-01-08","HCEPC Station Number 36","sal","ppt",28.4
"1992-01-08","HCEPC Station Number 51","sal","ppt",28
"1992-01-08","HCEPC Station Number 50","sal","ppt",27.7
"1992-01-08","HCEPC Station Number 41","sal","ppt",27.4
"1992-01-08","HCEPC Station Number 63","sal","ppt",27.2
"1992-01-09","HCEPC Station Number 13","sal","ppt",29.5
"1992-01-15","HCEPC Station Number 58","sal","ppt",27.9
"1992-01-15","HCEPC Station Number 54","sal","ppt",28.4
"1992-01-15","HCEPC Station Number 2","sal","ppt",27
"1992-01-15","HCEPC Station Number 44","sal","ppt",28.5
"1992-01-15","HCEPC Station Number 70","sal","ppt",28.4
"1992-01-15","HCEPC Station Number 6","sal","ppt",28.7
"1992-01-15","HCEPC Station Number 7","sal","ppt",28.7
"1992-01-15","HCEPC Station Number 11","sal","ppt",28.8
"1992-01-15","HCEPC Station Number 14","sal","ppt",30
"1992-01-15","HCEPC Station Number 9","sal","ppt",29
"1992-01-15","HCEPC Station Number 80","sal","ppt",29.1
"1992-01-15","HCEPC Station Number 73","sal","ppt",27.7
"1992-01-15","HCEPC Station Number 71","sal","ppt",28.6
"1992-01-15","HCEPC Station Number 55","sal","ppt",28.9
"1992-01-15","HCEPC Station Number 8","sal","ppt",28.2
"1992-01-15","HCEPC Station Number 52","sal","ppt",28.7
"1992-01-22","HCEPC Station Number 84","sal","ppt",28.2
"1992-01-22","HCEPC Station Number 16","sal","ppt",29.9
"1992-01-22","HCEPC Station Number 19","sal","ppt",30.1
"1992-01-22","HCEPC Station Number 21","sal","ppt",30.8
"1992-01-22","HCEPC Station Number 24","sal","ppt",30.8
"1992-01-22","HCEPC Station Number 90","sal","ppt",31.7
"1992-01-22","HCEPC Station Number 92","sal","ppt",33.3
"1992-01-22","HCEPC Station Number 93","sal","ppt",34
"1992-01-22","HCEPC Station Number 95","sal","ppt",33.4
"1992-01-22","HCEPC Station Number 96","sal","ppt",32.9
"1992-01-22","HCEPC Station Number 25","sal","ppt",32.7
"1992-01-22","HCEPC Station Number 91","sal","ppt",33.3
"1992-01-22","HCEPC Station Number 23","sal","ppt",32.1
"1992-01-22","HCEPC Station Number 28","sal","ppt",30.6
"1992-01-22","HCEPC Station Number 82","sal","ppt",29.3
"1992-02-12","HCEPC Station Number 54","sal","ppt",27.7
"1992-02-12","HCEPC Station Number 58","sal","ppt",27.6
"1992-02-12","HCEPC Station Number 2","sal","ppt",27.6
"1992-02-12","HCEPC Station Number 44","sal","ppt",27.7
"1992-02-12","HCEPC Station Number 6","sal","ppt",28
"1992-02-12","HCEPC Station Number 70","sal","ppt",28
"1992-02-12","HCEPC Station Number 7","sal","ppt",28.1
"1992-02-12","HCEPC Station Number 81","sal","ppt",29.1
"1992-02-12","HCEPC Station Number 11","sal","ppt",28.8
"1992-02-12","HCEPC Station Number 14","sal","ppt",29.8
"1992-02-12","HCEPC Station Number 9","sal","ppt",28.8
"1992-02-12","HCEPC Station Number 73","sal","ppt",27.9
"1992-02-12","HCEPC Station Number 80","sal","ppt",28.5
"1992-02-12","HCEPC Station Number 55","sal","ppt",27.9
"1992-02-12","HCEPC Station Number 8","sal","ppt",26.7
"1992-02-12","HCEPC Station Number 71","sal","ppt",28.5
"1992-02-12","HCEPC Station Number 52","sal","ppt",28.4
"1992-02-18","HCEPC Station Number 62","sal","ppt",26
"1992-02-18","HCEPC Station Number 61","sal","ppt",26.6
"1992-02-18","HCEPC Station Number 47","sal","ppt",26.7
"1992-02-18","HCEPC Station Number 60","sal","ppt",26.6
"1992-02-18","HCEPC Station Number 46","sal","ppt",26.4
"1992-02-18","HCEPC Station Number 65","sal","ppt",26.1
"1992-02-18","HCEPC Station Number 64","sal","ppt",26.3
"1992-02-18","HCEPC Station Number 66","sal","ppt",26.4
"1992-02-18","HCEPC Station Number 40","sal","ppt",27
"1992-02-18","HCEPC Station Number 67","sal","ppt",27
"1992-02-18","HCEPC Station Number 38","sal","ppt",27.7
"1992-02-18","HCEPC Station Number 68","sal","ppt",28
"1992-02-18","HCEPC Station Number 33","sal","ppt",28.3
"1992-02-18","HCEPC Station Number 32","sal","ppt",28.6
"1992-02-18","HCEPC Station Number 13","sal","ppt",29.2
"1992-02-18","HCEPC Station Number 36","sal","ppt",28.6
"1992-02-18","HCEPC Station Number 51","sal","ppt",28.4
"1992-02-18","HCEPC Station Number 50","sal","ppt",28
"1992-02-18","HCEPC Station Number 63","sal","ppt",27.3
"1992-02-18","HCEPC Station Number 41","sal","ppt",27.6
"1992-02-19","HCEPC Station Number 84","sal","ppt",29.2
"1992-02-19","HCEPC Station Number 16","sal","ppt",29.4
"1992-02-19","HCEPC Station Number 19","sal","ppt",30
"1992-02-19","HCEPC Station Number 90","sal","ppt",31.8
"1992-02-19","HCEPC Station Number 24","sal","ppt",32
"1992-02-19","HCEPC Station Number 21","sal","ppt",30.8
"1992-02-19","HCEPC Station Number 92","sal","ppt",33.1
"1992-02-19","HCEPC Station Number 93","sal","ppt",34.4
"1992-02-19","HCEPC Station Number 95","sal","ppt",33.5
"1992-02-19","HCEPC Station Number 96","sal","ppt",33
"1992-02-19","HCEPC Station Number 25","sal","ppt",32.9
"1992-02-19","HCEPC Station Number 23","sal","ppt",31.5
"1992-02-19","HCEPC Station Number 91","sal","ppt",32.6
"1992-02-19","HCEPC Station Number 28","sal","ppt",30.6
"1992-02-19","HCEPC Station Number 82","sal","ppt",29.4
"1992-03-04","HCEPC Station Number 62","sal","ppt",23.4
"1992-03-04","HCEPC Station Number 61","sal","ppt",24.6
"1992-03-04","HCEPC Station Number 60","sal","ppt",26.2
"1992-03-04","HCEPC Station Number 46","sal","ppt",26.1
"1992-03-04","HCEPC Station Number 64","sal","ppt",25.9
"1992-03-04","HCEPC Station Number 47","sal","ppt",25.8
"1992-03-04","HCEPC Station Number 65","sal","ppt",25.9
"1992-03-04","HCEPC Station Number 66","sal","ppt",26.3
"1992-03-04","HCEPC Station Number 40","sal","ppt",27
"1992-03-04","HCEPC Station Number 67","sal","ppt",26.9
"1992-03-04","HCEPC Station Number 38","sal","ppt",27
"1992-03-04","HCEPC Station Number 68","sal","ppt",27.5
"1992-03-04","HCEPC Station Number 33","sal","ppt",28.4
"1992-03-04","HCEPC Station Number 32","sal","ppt",28.5
"1992-03-04","HCEPC Station Number 13","sal","ppt",27.7
"1992-03-04","HCEPC Station Number 36","sal","ppt",28.1
"1992-03-04","HCEPC Station Number 41","sal","ppt",27.3
"1992-03-04","HCEPC Station Number 63","sal","ppt",27.4
"1992-03-04","HCEPC Station Number 51","sal","ppt",28
"1992-03-04","HCEPC Station Number 50","sal","ppt",27.7
"1992-03-11","HCEPC Station Number 54","sal","ppt",25.9
"1992-03-11","HCEPC Station Number 58","sal","ppt",24.7
"1992-03-11","HCEPC Station Number 44","sal","ppt",26.5
"1992-03-11","HCEPC Station Number 2","sal","ppt",23.6
"1992-03-11","HCEPC Station Number 70","sal","ppt",26.6
"1992-03-11","HCEPC Station Number 6","sal","ppt",26.6
"1992-03-11","HCEPC Station Number 7","sal","ppt",26.7
"1992-03-11","HCEPC Station Number 11","sal","ppt",27.9
"1992-03-11","HCEPC Station Number 14","sal","ppt",27.8
"1992-03-11","HCEPC Station Number 9","sal","ppt",27.4
"1992-03-11","HCEPC Station Number 81","sal","ppt",27.7
"1992-03-11","HCEPC Station Number 80","sal","ppt",27.1
"1992-03-11","HCEPC Station Number 73","sal","ppt",27
"1992-03-11","HCEPC Station Number 52","sal","ppt",26.6
"1992-03-11","HCEPC Station Number 55","sal","ppt",26.5
"1992-03-11","HCEPC Station Number 8","sal","ppt",23.8
"1992-03-11","HCEPC Station Number 71","sal","ppt",25.7
"1992-03-18","HCEPC Station Number 84","sal","ppt",26
"1992-03-18","HCEPC Station Number 16","sal","ppt",28.3
"1992-03-18","HCEPC Station Number 19","sal","ppt",29.1
"1992-03-18","HCEPC Station Number 21","sal","ppt",30.4
"1992-03-18","HCEPC Station Number 90","sal","ppt",31.7
"1992-03-18","HCEPC Station Number 24","sal","ppt",31.6
"1992-03-18","HCEPC Station Number 92","sal","ppt",33.9
"1992-03-18","HCEPC Station Number 93","sal","ppt",34.3
"1992-03-18","HCEPC Station Number 95","sal","ppt",34.3
"1992-03-18","HCEPC Station Number 96","sal","ppt",33.8
"1992-03-18","HCEPC Station Number 25","sal","ppt",33.3
"1992-03-18","HCEPC Station Number 91","sal","ppt",34
"1992-03-18","HCEPC Station Number 23","sal","ppt",33.2
"1992-03-18","HCEPC Station Number 28","sal","ppt",31.7
"1992-03-18","HCEPC Station Number 82","sal","ppt",29.4
"1992-04-01","HCEPC Station Number 47","sal","ppt",26.3
"1992-04-01","HCEPC Station Number 62","sal","ppt",25.6
"1992-04-01","HCEPC Station Number 61","sal","ppt",26.6
"1992-04-01","HCEPC Station Number 60","sal","ppt",26.7
"1992-04-01","HCEPC Station Number 65","sal","ppt",26.4
"1992-04-01","HCEPC Station Number 46","sal","ppt",26.7
"1992-04-01","HCEPC Station Number 64","sal","ppt",26.7
"1992-04-01","HCEPC Station Number 66","sal","ppt",26.7
"1992-04-01","HCEPC Station Number 67","sal","ppt",27.1
"1992-04-01","HCEPC Station Number 40","sal","ppt",27.3
"1992-04-01","HCEPC Station Number 38","sal","ppt",27.3
"1992-04-01","HCEPC Station Number 68","sal","ppt",28.2
"1992-04-01","HCEPC Station Number 33","sal","ppt",28.4
"1992-04-01","HCEPC Station Number 32","sal","ppt",28.5
"1992-04-01","HCEPC Station Number 13","sal","ppt",28.5
"1992-04-01","HCEPC Station Number 36","sal","ppt",28
"1992-04-01","HCEPC Station Number 50","sal","ppt",27.8
"1992-04-01","HCEPC Station Number 41","sal","ppt",27.7
"1992-04-01","HCEPC Station Number 51","sal","ppt",28
"1992-04-01","HCEPC Station Number 63","sal","ppt",27.6
"1992-04-08","HCEPC Station Number 54","sal","ppt",26.9
"1992-04-08","HCEPC Station Number 58","sal","ppt",26.2
"1992-04-08","HCEPC Station Number 2","sal","ppt",25.2
"1992-04-08","HCEPC Station Number 44","sal","ppt",26.9
"1992-04-08","HCEPC Station Number 70","sal","ppt",26.8
"1992-04-08","HCEPC Station Number 6","sal","ppt",27.2
"1992-04-08","HCEPC Station Number 7","sal","ppt",27.2
"1992-04-08","HCEPC Station Number 11","sal","ppt",27.6
"1992-04-08","HCEPC Station Number 14","sal","ppt",28.8
"1992-04-08","HCEPC Station Number 81","sal","ppt",28.4
"1992-04-08","HCEPC Station Number 9","sal","ppt",28.1
"1992-04-08","HCEPC Station Number 80","sal","ppt",28.1
"1992-04-08","HCEPC Station Number 73","sal","ppt",27.2
"1992-04-08","HCEPC Station Number 55","sal","ppt",27
"1992-04-08","HCEPC Station Number 8","sal","ppt",26
"1992-04-08","HCEPC Station Number 71","sal","ppt",26.2
"1992-04-08","HCEPC Station Number 52","sal","ppt",27.3
"1992-04-15","HCEPC Station Number 84","sal","ppt",28
"1992-04-15","HCEPC Station Number 16","sal","ppt",29.2
"1992-04-15","HCEPC Station Number 19","sal","ppt",30.1
"1992-04-15","HCEPC Station Number 21","sal","ppt",30.5
"1992-04-15","HCEPC Station Number 90","sal","ppt",31.6
"1992-04-15","HCEPC Station Number 24","sal","ppt",32
"1992-04-15","HCEPC Station Number 92","sal","ppt",33.5
"1992-04-15","HCEPC Station Number 93","sal","ppt",33.9
"1992-04-15","HCEPC Station Number 95","sal","ppt",33.9
"1992-04-15","HCEPC Station Number 96","sal","ppt",31.3
"1992-04-15","HCEPC Station Number 25","sal","ppt",31.8
"1992-04-15","HCEPC Station Number 91","sal","ppt",33.3
"1992-04-15","HCEPC Station Number 23","sal","ppt",33
"1992-04-15","HCEPC Station Number 28","sal","ppt",30.3
"1992-04-15","HCEPC Station Number 82","sal","ppt",29
"1992-05-06","HCEPC Station Number 61","sal","ppt",26.7
"1992-05-06","HCEPC Station Number 62","sal","ppt",26.1
"1992-05-06","HCEPC Station Number 47","sal","ppt",27.5
"1992-05-06","HCEPC Station Number 60","sal","ppt",27.7
"1992-05-06","HCEPC Station Number 65","sal","ppt",27.4
"1992-05-06","HCEPC Station Number 46","sal","ppt",27.6
"1992-05-06","HCEPC Station Number 64","sal","ppt",27.6
"1992-05-06","HCEPC Station Number 40","sal","ppt",27.8
"1992-05-06","HCEPC Station Number 67","sal","ppt",27.7
"1992-05-06","HCEPC Station Number 66","sal","ppt",27.4
"1992-05-06","HCEPC Station Number 38","sal","ppt",28.2
"1992-05-06","HCEPC Station Number 68","sal","ppt",28.6
"1992-05-06","HCEPC Station Number 33","sal","ppt",29.2
"1992-05-06","HCEPC Station Number 32","sal","ppt",29
"1992-05-06","HCEPC Station Number 13","sal","ppt",29.2
"1992-05-06","HCEPC Station Number 36","sal","ppt",28.7
"1992-05-06","HCEPC Station Number 51","sal","ppt",28.7
"1992-05-06","HCEPC Station Number 50","sal","ppt",28.5
"1992-05-06","HCEPC Station Number 41","sal","ppt",28.2
"1992-05-06","HCEPC Station Number 63","sal","ppt",28.1
"1992-05-13","HCEPC Station Number 58","sal","ppt",26.6
"1992-05-13","HCEPC Station Number 54","sal","ppt",27.8
"1992-05-13","HCEPC Station Number 70","sal","ppt",26.7
"1992-05-13","HCEPC Station Number 2","sal","ppt",25.6
"1992-05-13","HCEPC Station Number 44","sal","ppt",27
"1992-05-13","HCEPC Station Number 6","sal","ppt",27.4
"1992-05-13","HCEPC Station Number 14","sal","ppt",28.9
"1992-05-13","HCEPC Station Number 7","sal","ppt",27.5
"1992-05-13","HCEPC Station Number 11","sal","ppt",28.3
"1992-05-13","HCEPC Station Number 81","sal","ppt",28.5
"1992-05-13","HCEPC Station Number 9","sal","ppt",27.6
"1992-05-13","HCEPC Station Number 80","sal","ppt",27.7
"1992-05-13","HCEPC Station Number 73","sal","ppt",27.4
"1992-05-13","HCEPC Station Number 55","sal","ppt",27.5
"1992-05-13","HCEPC Station Number 8","sal","ppt",26.9
"1992-05-13","HCEPC Station Number 71","sal","ppt",27.3
"1992-05-13","HCEPC Station Number 52","sal","ppt",27.7
"1992-05-20","HCEPC Station Number 84","sal","ppt",28.6
"1992-05-20","HCEPC Station Number 16","sal","ppt",30.3
"1992-05-20","HCEPC Station Number 21","sal","ppt",31.6
"1992-05-20","HCEPC Station Number 19","sal","ppt",31.3
"1992-05-20","HCEPC Station Number 90","sal","ppt",32.6
"1992-05-20","HCEPC Station Number 24","sal","ppt",32.9
"1992-05-20","HCEPC Station Number 92","sal","ppt",33.9
"1992-05-20","HCEPC Station Number 93","sal","ppt",34.9
"1992-05-20","HCEPC Station Number 95","sal","ppt",34
"1992-05-20","HCEPC Station Number 96","sal","ppt",32.4
"1992-05-20","HCEPC Station Number 25","sal","ppt",31.9
"1992-05-20","HCEPC Station Number 91","sal","ppt",34
"1992-05-20","HCEPC Station Number 23","sal","ppt",33.7
"1992-05-20","HCEPC Station Number 28","sal","ppt",31
"1992-05-20","HCEPC Station Number 82","sal","ppt",30.4
"1992-06-03","HCEPC Station Number 62","sal","ppt",28.4
"1992-06-03","HCEPC Station Number 61","sal","ppt",28.3
"1992-06-03","HCEPC Station Number 60","sal","ppt",28.5
"1992-06-03","HCEPC Station Number 46","sal","ppt",28.8
"1992-06-03","HCEPC Station Number 47","sal","ppt",28.7
"1992-06-03","HCEPC Station Number 64","sal","ppt",28.5
"1992-06-03","HCEPC Station Number 65","sal","ppt",28.1
"1992-06-03","HCEPC Station Number 66","sal","ppt",28.3
"1992-06-03","HCEPC Station Number 40","sal","ppt",28.6
"1992-06-03","HCEPC Station Number 67","sal","ppt",28.6
"1992-06-03","HCEPC Station Number 38","sal","ppt",28.9
"1992-06-03","HCEPC Station Number 68","sal","ppt",29.6
"1992-06-03","HCEPC Station Number 33","sal","ppt",29.6
"1992-06-03","HCEPC Station Number 13","sal","ppt",29.8
"1992-06-03","HCEPC Station Number 32","sal","ppt",29.7
"1992-06-03","HCEPC Station Number 36","sal","ppt",29.5
"1992-06-03","HCEPC Station Number 51","sal","ppt",29.3
"1992-06-03","HCEPC Station Number 50","sal","ppt",29.2
"1992-06-03","HCEPC Station Number 41","sal","ppt",28.9
"1992-06-03","HCEPC Station Number 63","sal","ppt",28.7
"1992-06-10","HCEPC Station Number 54","sal","ppt",23.8
"1992-06-10","HCEPC Station Number 58","sal","ppt",20.7
"1992-06-10","HCEPC Station Number 2","sal","ppt",20.3
"1992-06-10","HCEPC Station Number 70","sal","ppt",25.7
"1992-06-10","HCEPC Station Number 6","sal","ppt",26.8
"1992-06-10","HCEPC Station Number 44","sal","ppt",24.8
"1992-06-10","HCEPC Station Number 7","sal","ppt",27.5
"1992-06-10","HCEPC Station Number 11","sal","ppt",28.9
"1992-06-10","HCEPC Station Number 14","sal","ppt",30
"1992-06-10","HCEPC Station Number 81","sal","ppt",29.4
"1992-06-10","HCEPC Station Number 80","sal","ppt",28.8
"1992-06-10","HCEPC Station Number 9","sal","ppt",28.9
"1992-06-10","HCEPC Station Number 8","sal","ppt",27.8
"1992-06-10","HCEPC Station Number 73","sal","ppt",28.7
"1992-06-10","HCEPC Station Number 55","sal","ppt",27.9
"1992-06-10","HCEPC Station Number 71","sal","ppt",26.5
"1992-06-10","HCEPC Station Number 52","sal","ppt",27.1
"1992-06-17","HCEPC Station Number 84","sal","ppt",28
"1992-06-17","HCEPC Station Number 16","sal","ppt",30
"1992-06-17","HCEPC Station Number 21","sal","ppt",30.9
"1992-06-17","HCEPC Station Number 19","sal","ppt",30.8
"1992-06-17","HCEPC Station Number 90","sal","ppt",31.8
"1992-06-17","HCEPC Station Number 24","sal","ppt",32
"1992-06-17","HCEPC Station Number 92","sal","ppt",33.9
"1992-06-17","HCEPC Station Number 93","sal","ppt",34
"1992-06-17","HCEPC Station Number 95","sal","ppt",33.9
"1992-06-17","HCEPC Station Number 96","sal","ppt",33.4
"1992-06-17","HCEPC Station Number 25","sal","ppt",32.5
"1992-06-17","HCEPC Station Number 91","sal","ppt",34
"1992-06-17","HCEPC Station Number 23","sal","ppt",33
"1992-06-17","HCEPC Station Number 82","sal","ppt",29.9
"1992-06-17","HCEPC Station Number 28","sal","ppt",31.6
"1992-07-08","HCEPC Station Number 62","sal","ppt",24.9
"1992-07-08","HCEPC Station Number 61","sal","ppt",24.6
"1992-07-08","HCEPC Station Number 47","sal","ppt",27.8
"1992-07-08","HCEPC Station Number 60","sal","ppt",28
"1992-07-08","HCEPC Station Number 46","sal","ppt",27.7
"1992-07-08","HCEPC Station Number 64","sal","ppt",27.4
"1992-07-08","HCEPC Station Number 65","sal","ppt",27.9
"1992-07-08","HCEPC Station Number 66","sal","ppt",28.1
"1992-07-08","HCEPC Station Number 40","sal","ppt",28.6
"1992-07-08","HCEPC Station Number 67","sal","ppt",28.5
"1992-07-08","HCEPC Station Number 38","sal","ppt",28.1
"1992-07-08","HCEPC Station Number 68","sal","ppt",27.8
"1992-07-08","HCEPC Station Number 32","sal","ppt",25.7
"1992-07-08","HCEPC Station Number 33","sal","ppt",27
"1992-07-08","HCEPC Station Number 63","sal","ppt",28.3
"1992-07-08","HCEPC Station Number 13","sal","ppt",24.8
"1992-07-08","HCEPC Station Number 51","sal","ppt",28.3
"1992-07-08","HCEPC Station Number 36","sal","ppt",27.5
"1992-07-08","HCEPC Station Number 50","sal","ppt",28.2
"1992-07-08","HCEPC Station Number 41","sal","ppt",28.4
"1992-07-15","HCEPC Station Number 54","sal","ppt",23.4
"1992-07-15","HCEPC Station Number 58","sal","ppt",22.3
"1992-07-15","HCEPC Station Number 2","sal","ppt",16.1
"1992-07-15","HCEPC Station Number 44","sal","ppt",23.4
"1992-07-15","HCEPC Station Number 70","sal","ppt",23.3
"1992-07-15","HCEPC Station Number 6","sal","ppt",24.3
"1992-07-15","HCEPC Station Number 7","sal","ppt",24.3
"1992-07-15","HCEPC Station Number 11","sal","ppt",25.4
"1992-07-15","HCEPC Station Number 14","sal","ppt",26.7
"1992-07-15","HCEPC Station Number 81","sal","ppt",25.8
"1992-07-15","HCEPC Station Number 80","sal","ppt",25.5
"1992-07-15","HCEPC Station Number 9","sal","ppt",25.6
"1992-07-15","HCEPC Station Number 8","sal","ppt",23.8
"1992-07-15","HCEPC Station Number 73","sal","ppt",25.4
"1992-07-15","HCEPC Station Number 55","sal","ppt",24.5
"1992-07-15","HCEPC Station Number 71","sal","ppt",22.9
"1992-07-15","HCEPC Station Number 52","sal","ppt",23.2
"1992-07-22","HCEPC Station Number 84","sal","ppt",25.8
"1992-07-22","HCEPC Station Number 21","sal","ppt",28.4
"1992-07-22","HCEPC Station Number 16","sal","ppt",27.1
"1992-07-22","HCEPC Station Number 19","sal","ppt",28.2
"1992-07-22","HCEPC Station Number 90","sal","ppt",29.4
"1992-07-22","HCEPC Station Number 92","sal","ppt",30.6
"1992-07-22","HCEPC Station Number 93","sal","ppt",31.4
"1992-07-22","HCEPC Station Number 24","sal","ppt",28.3
"1992-07-22","HCEPC Station Number 95","sal","ppt",30.8
"1992-07-22","HCEPC Station Number 25","sal","ppt",29.7
"1992-07-22","HCEPC Station Number 96","sal","ppt",30.2
"1992-07-22","HCEPC Station Number 91","sal","ppt",29.4
"1992-07-22","HCEPC Station Number 82","sal","ppt",27.1
"1992-07-22","HCEPC Station Number 23","sal","ppt",27.3
"1992-07-22","HCEPC Station Number 28","sal","ppt",27.3
"1992-08-05","HCEPC Station Number 62","sal","ppt",26
"1992-08-05","HCEPC Station Number 61","sal","ppt",26.6
"1992-08-05","HCEPC Station Number 47","sal","ppt",28.3
"1992-08-05","HCEPC Station Number 65","sal","ppt",28.1
"1992-08-05","HCEPC Station Number 60","sal","ppt",28.4
"1992-08-05","HCEPC Station Number 46","sal","ppt",28.1
"1992-08-05","HCEPC Station Number 64","sal","ppt",28.3
"1992-08-05","HCEPC Station Number 66","sal","ppt",28.3
"1992-08-05","HCEPC Station Number 40","sal","ppt",28.1
"1992-08-05","HCEPC Station Number 67","sal","ppt",27.9
"1992-08-05","HCEPC Station Number 38","sal","ppt",27.5
"1992-08-05","HCEPC Station Number 68","sal","ppt",27.1
"1992-08-05","HCEPC Station Number 33","sal","ppt",26.7
"1992-08-05","HCEPC Station Number 36","sal","ppt",26.8
"1992-08-05","HCEPC Station Number 32","sal","ppt",26.9
"1992-08-05","HCEPC Station Number 51","sal","ppt",27.3
"1992-08-05","HCEPC Station Number 13","sal","ppt",25.3
"1992-08-05","HCEPC Station Number 50","sal","ppt",27.7
"1992-08-05","HCEPC Station Number 41","sal","ppt",28.1
"1992-08-05","HCEPC Station Number 63","sal","ppt",28.3
"1992-08-12","HCEPC Station Number 58","sal","ppt",17.1
"1992-08-12","HCEPC Station Number 54","sal","ppt",16.7
"1992-08-12","HCEPC Station Number 2","sal","ppt",7.6
"1992-08-12","HCEPC Station Number 44","sal","ppt",19.8
"1992-08-12","HCEPC Station Number 7","sal","ppt",22.8
"1992-08-12","HCEPC Station Number 70","sal","ppt",21
"1992-08-12","HCEPC Station Number 6","sal","ppt",22.2
"1992-08-12","HCEPC Station Number 11","sal","ppt",24.1
"1992-08-12","HCEPC Station Number 14","sal","ppt",25.9
"1992-08-12","HCEPC Station Number 81","sal","ppt",25.1
"1992-08-12","HCEPC Station Number 9","sal","ppt",24.6
"1992-08-12","HCEPC Station Number 80","sal","ppt",24.9
"1992-08-12","HCEPC Station Number 8","sal","ppt",22.1
"1992-08-12","HCEPC Station Number 73","sal","ppt",24.4
"1992-08-12","HCEPC Station Number 55","sal","ppt",23.3
"1992-08-12","HCEPC Station Number 71","sal","ppt",21.3
"1992-08-12","HCEPC Station Number 52","sal","ppt",21
"1992-08-19","HCEPC Station Number 84","sal","ppt",21.3
"1992-08-19","HCEPC Station Number 16","sal","ppt",25.8
"1992-08-19","HCEPC Station Number 19","sal","ppt",26.4
"1992-08-19","HCEPC Station Number 21","sal","ppt",27
"1992-08-19","HCEPC Station Number 24","sal","ppt",29.1
"1992-08-19","HCEPC Station Number 90","sal","ppt",28.5
"1992-08-19","HCEPC Station Number 92","sal","ppt",30.4
"1992-08-19","HCEPC Station Number 93","sal","ppt",28.5
"1992-08-19","HCEPC Station Number 96","sal","ppt",29.7
"1992-08-19","HCEPC Station Number 95","sal","ppt",29.1
"1992-08-19","HCEPC Station Number 25","sal","ppt",29.1
"1992-08-19","HCEPC Station Number 91","sal","ppt",27.7
"1992-08-19","HCEPC Station Number 28","sal","ppt",26.4
"1992-08-19","HCEPC Station Number 23","sal","ppt",26.1
"1992-08-19","HCEPC Station Number 82","sal","ppt",25.6
